collection,cumulativeTradeVolumeETH,dailyMaxSalePrice,dailyMinSalePrice,dailyTradeVolumeETH,dailyTradedItemCount,transaction_date,dailyMinSalePrice_USD,dailyMaxSalePrice_USD,DailyTradeVolumeUSD,cumulativeTradeVolume_USD
Cryptovoxels Parcel,16330.408361813345,3.0,1.6796,40.4446,9,2021-06-29,3632.054071407424,6487.355450239505,87459.49874758556,
Cryptovoxels Parcel,16289.963761813344,1.71,1.5717,3.2817,2,2021-06-28,3266.147664476562,3553.54870920336,6819.696373679922,
Decentraland LAND,995.2777435900432,0.8200000000000001,0.8200000000000001,0.8200000000000001,3,2021-06-28,1704.0409014893307,1704.0409014893307,1704.0409014893307,2068285.3456334684
Cryptovoxels Parcel,16286.682061813344,2.98,1.8516,4.8316,2,2021-06-27,3662.250202039735,5894.094621990932,9556.344824030666,
Somnium Space Land,12155.139862496811,0.76,0.76,0.76,1,2021-06-27,1503.1919170178217,1503.1919170178217,1503.1919170178217,
Cryptovoxels Parcel,16281.850461813345,1.93,1.4444,8.0331,5,2021-06-26,2636.628587723701,3523.0498298994344,14663.736574386086,
Somnium Space Land,12154.379862496811,5.0,4.0,9.0,2,2021-06-25,7263.765527618762,9079.706909523453,16343.472437142213,
Cryptovoxels Parcel,16273.817361813344,4.22130126796875,1.0,83.6899825226123,38,2021-06-25,1815.9413819046904,7665.6356579911935,151976.10251369196,
Cryptovoxels Parcel,16190.127379290732,1.9526001173536744,1.01,17.325211852829717,11,2021-06-24,2007.7231732949977,3881.465845336143,34439.83100908058,
Sandbox's LANDs,10670.491480151284,0.4,0.25,16.63,39,2021-06-23,492.4001629891857,787.8402607826971,32754.45884204063,
Somnium Space Land,12145.379862496811,3.5,1.4885,4.9885,2,2021-06-23,2931.7505704376117,6893.6022818486,9825.35285228621,
Cryptovoxels Parcel,16172.802167437903,2.701,1.49,8.491,4,2021-06-23,2934.7049714155464,5319.891360935162,16723.879135764702,
Somnium Space Land,12140.391362496812,1.4374,1.4374,1.4374,1,2021-06-22,2691.044918745522,2691.044918745522,2691.044918745522,
Cryptovoxels Parcel,16164.311167437903,1.99,1.01,4.75,3,2021-06-22,1890.883099995114,3725.601355435918,8892.767054432466,
Somnium Space Land,12138.953962496813,4.0,4.0,4.0,1,2021-06-21,7550.0395957258625,7550.0395957258625,7550.0395957258625,
Cryptovoxels Parcel,16159.561167437903,5.4,1.5297,9.4297,3,2021-06-21,2887.323892395463,10192.553454229916,17798.652093954042,
Cryptovoxels Parcel,16150.131467437905,3.0,1.06,9.8378,6,2021-06-20,2373.0644867010296,6716.220245380272,22024.277176667347,
Somnium Space Land,12134.953962496813,5.9,5.9,5.9,1,2021-06-20,13208.566482581202,13208.566482581202,13208.566482581202,
Somnium Space Land,12129.053962496811,8.5,8.5,8.5,1,2021-06-19,18450.92716066041,18450.92716066041,18450.92716066041,
Cryptovoxels Parcel,16140.293667437903,3.9,2.4907,6.3907,2,2021-06-19,5406.555797536104,8465.7195207736,13872.275318309708,
Sandbox's LANDs,10603.41954681795,1.0,0.2481,59.4989,119,2021-06-18,553.8247289507008,2232.264123138657,132817.25983621462,
Somnium Space Land,12120.553962496811,5.5,5.5,5.5,1,2021-06-18,12277.452677262612,12277.452677262612,12277.452677262612,
Cryptovoxels Parcel,16133.902967437903,4.25,1.75,14.0282,6,2021-06-18,3906.4622154926496,9487.122523339292,31314.647572213707,
Cryptovoxels Parcel,16119.874767437905,2.99,1.84,7.51,3,2021-06-17,4361.075351186916,7086.747445678739,17799.823851855293,
Sandbox's LANDs,10525.08964681795,0.75,0.212,18.4887,43,2021-06-16,500.48779525210176,1770.593615278662,43647.965566403465,
Cryptovoxels Parcel,16112.364767437904,4.0,1.5675,5.5675,2,2021-06-16,3700.5406559324033,9443.165948152864,13143.706604085268,
Decentraland LAND,976.2659435900432,1.3008,1.3008,1.3008,1,2021-06-15,3318.30167933824,3318.30167933824,3318.30167933824,2490425.0615740865
Cryptovoxels Parcel,16106.797267437903,2.0,1.512,3.512,2,2021-06-15,3857.06652764408,5101.939851381057,8959.006379025137,
Sandbox's LANDs,10506.60094681795,0.635,0.2280999999999999,13.353595772522205,29,2021-06-15,581.8762400500093,1619.8659028134855,34064.62121553233,
Cryptovoxels Parcel,16103.285267437905,3.5,2.1,10.1,4,2021-06-14,5408.502672971823,9014.171121619704,26012.322379531142,
Sandbox's LANDs,10493.247351045427,1.25,0.182,30.1588,66,2021-06-14,468.73689832422457,3219.3468291498943,77673.30972077267,
Somnium Space Land,12115.053962496811,7.7,1.06,8.76,2,2021-06-14,2730.0061111191103,19831.17646756335,22561.18257868246,
Cryptovoxels Parcel,16093.185267437904,2.3012,2.3012,2.3012,1,2021-06-13,5767.555061122702,5767.555061122702,5767.555061122702,
Cryptovoxels Parcel,16090.884067437904,5.75,1.04,20.92241633705937,9,2021-06-12,2467.936533710135,13644.841412339689,49649.2265881948,
Somnium Space Land,12106.293962496811,1.06,1.06,1.06,1,2021-06-12,2515.396851666099,2515.396851666099,2515.396851666099,
Cryptovoxels Parcel,16069.961651100844,2.5,1.2,21.980899750078123,12,2021-06-11,2819.538308517888,5874.0381427456,51646.65741753045,
Sandbox's LANDs,10420.624197904768,0.75,0.272,22.8098,58,2021-06-11,639.0953499307213,1762.21144282368,53594.25409135943,
Somnium Space Land,12105.233962496812,7.85,7.85,7.85,1,2021-06-11,18444.479768221183,18444.479768221183,18444.479768221183,
Cryptovoxels Parcel,16047.980751350764,1.1372005985068911,1.0948938217846775,5.522631510422872,5,2021-06-10,2704.776425702204,2809.2891830572216,13642.860357805135,
Cryptovoxels Parcel,16042.458119840341,5.5,1.21,28.54466866585975,13,2021-06-09,3153.598063528964,14334.53665240438,74395.38167663735,
Cryptovoxels Parcel,16013.913451174483,9.5,1.11,15.89,4,2021-06-08,2785.171260607357,23837.051329522423,39870.60480274856,
Somnium Space Land,12097.383962496811,1.06,1.06,1.06,1,2021-06-07,2739.3577659683706,2739.3577659683706,2739.3577659683706,
Cryptovoxels Parcel,15998.023451174484,3.95,1.11,5.06,2,2021-06-07,2868.572754929143,10207.984127901003,13076.556882830144,
Cryptovoxels Parcel,15992.963451174484,3.75,1.6088,9.1108,4,2021-06-06,4351.712626379168,10143.537014496444,24644.196541779787,
Cryptovoxels Parcel,15983.852651174484,1.7088,1.7088,1.7088,1,2021-06-05,4483.30726773778,4483.30726773778,4483.30726773778,
Somnium Space Land,12096.323962496812,2.5,2.5,2.5,1,2021-06-05,6559.145698352322,6559.145698352322,6559.145698352322,
Sandbox's LANDs,10233.021864247596,2.0,0.202,30.5157,57,2021-06-05,529.9789724268677,5247.316558681858,80062.76895488398,
Cryptovoxels Parcel,15982.143851174484,2.87,1.2762815625,60.6979528578833,31,2021-06-04,3428.79858570052,7710.408290851175,163068.2923181593,
Decentraland LAND,949.8979435900432,1.66,1.66,1.66,1,2021-06-04,4459.678663001028,4459.678663001028,4459.678663001028,2551951.560877753
Somnium Space Land,12093.823962496812,8.5555,1.6238,13.1293,3,2021-06-04,4362.4254295066685,22984.8077116297,35272.56570490325,
Somnium Space Land,12080.694662496811,0.8200000000000001,0.8200000000000001,0.8200000000000001,1,2021-06-03,2341.485562944188,2341.485562944188,2341.485562944188,
Cryptovoxels Parcel,15921.4458983166,1.5,1.5,1.5,1,2021-06-03,4283.205298068636,4283.205298068636,4283.205298068636,
Decentraland LAND,948.2379435900432,1.52,0.902,5.035,5,2021-06-02,2446.2611288022063,4122.302567382875,13655.127254455774,2571660.3350994037
Cryptovoxels Parcel,15919.9458983166,4.0,0.92,23.94298752069812,13,2021-06-02,2495.0778697317405,10848.164651007566,64934.367715388165,
Somnium Space Land,12079.874662496812,1.72,1.03,2.75,1,2021-06-01,2710.105613334743,4525.613257219183,7235.718870553926,
Decentraland LAND,943.2029435900432,1.135549748478,1.135549748478,1.135549748478,1,2021-06-01,2987.8249976418283,2987.8249976418283,2987.8249976418283,2481727.7591623585
Cryptovoxels Parcel,15896.0029107959,3.0,0.75,17.70839350217915,11,2021-06-01,1973.377873787434,7893.511495149736,46593.80255669534,
Cryptovoxels Parcel,15878.294517293722,4.0,0.8253740496881472,10.863374049688147,4,2021-05-31,2233.391690741475,10823.658396264444,29395.36243616709,
Sandbox's LANDs,10049.458052764528,1.5,0.202,44.98271572067464,82,2021-05-31,546.5947490113545,4058.8718985991663,121719.38717421416,
Somnium Space Land,12077.124662496812,1.9,1.9,1.9,1,2021-05-31,5141.237738225611,5141.237738225611,5141.237738225611,
Cryptovoxels Parcel,15867.431143244034,3.33,1.35349659703125,8.66349659703125,4,2021-05-30,3233.92926181386,7956.417818456855,20699.819427855786,
Sandbox's LANDs,10004.475337043854,0.55,0.182,43.510620901442415,112,2021-05-30,434.85526815590015,1314.1230631084895,103960.5643941014,
Somnium Space Land,12075.224662496812,3.8,1.1,8.503,4,2021-05-30,2628.246126216979,9079.395708749564,20316.342555657247,
Cryptovoxels Parcel,15858.767646647004,3.99,1.77,15.74,6,2021-05-29,4037.682421938356,9101.894273183076,35905.71826062696,
Cryptovoxels Parcel,15843.027646647004,1.8995855705859368,0.5872734284612418,27.314752952692725,22,2021-05-28,1419.996037677834,4593.097274177183,66045.62556933801,
Cryptovoxels Parcel,15815.71289369431,2.49,0.92455802169962,13.497707105595662,10,2021-05-27,2534.790285690789,6826.643286018292,37005.63517632771,
Sandbox's LANDs,9842.965392558863,1.0,0.25,12.1909,27,2021-05-26,720.2899446633029,2881.159778653212,35123.930745583435,
Cryptovoxels Parcel,15802.215186588714,5.9,0.81,21.052704493182645,12,2021-05-26,2333.739420709101,16998.84269405395,60656.20541762959,
Somnium Space Land,12061.521662496812,6.0,6.0,6.0,1,2021-05-25,16205.829333589709,16205.829333589709,16205.829333589709,
Cryptovoxels Parcel,15781.162482095531,3.0,2.5,5.5,2,2021-05-25,6752.428888995711,8102.914666794853,14855.343555790563,
Sandbox's LANDs,9830.774492558863,0.38,0.212,14.487,34,2021-05-25,572.6059697868362,1026.369191127348,39128.974925952345,
Sandbox's LANDs,9816.287492558862,2.0,0.19,33.2775,64,2021-05-24,501.67052995068025,5280.742420533476,87864.95294965139,
Cryptovoxels Parcel,15775.662482095531,3.88,1.95,7.83,3,2021-05-24,5148.723860020139,10244.640295834944,20674.10657638856,
Somnium Space Land,12055.521662496812,7.0,7.0,7.0,1,2021-05-24,18482.598471867168,18482.598471867168,18482.598471867168,
Somnium Space Land,12048.521662496812,4.7,1.0600000000000005,10.37,3,2021-05-23,2230.7786460110783,9891.188336086852,21823.7495840895,
Sandbox's LANDs,9783.009992558862,0.5,0.21,13.451446141427189,36,2021-05-23,441.946712888987,1052.254078307112,28308.678122890447,
Cryptovoxels Parcel,15767.832482095531,2.99,0.92,11.7875,7,2021-05-23,1936.1475040850864,6292.47938827653,24806.889896090164,
Cryptovoxels Parcel,15756.044982095533,10.0,1.5,16.34,4,2021-05-22,3439.722053169869,22931.4803544658,37470.03889919711,
Somnium Space Land,12038.151662496812,2.109967604516926,2.109967604516926,2.109967604516926,1,2021-05-22,4838.4680671539145,4838.4680671539145,4838.4680671539145,
Somnium Space Land,12036.041694892296,1.0600000000000005,1.0600000000000005,1.0600000000000005,1,2021-05-21,2572.176401976387,2572.176401976387,2572.176401976387,
Cryptovoxels Parcel,15739.704982095533,2.73,1.05,28.6776375,17,2021-05-21,2547.910586863401,6624.567525844842,69588.62494521987,
Sandbox's LANDs,9751.47016070315,1.0,0.212,3.6914,9,2021-05-21,514.4352803952771,2426.581511298477,8957.482990807197,
Sandbox's LANDs,9747.77876070315,0.501,0.312,7.7635,30,2021-05-20,866.4746637998294,1391.35835437088,21560.50016798069,
Cryptovoxels Parcel,15711.027344595532,2.5,1.0773443581311857,7.477344358131186,4,2021-05-20,2991.96022598834,6942.905959934531,20765.79948342074,
Cryptovoxels Parcel,15703.5500002374,2.0,1.1725837481901664,13.040652053065328,9,2021-05-19,2877.207533320329,4907.466162244151,31998.279342008904,
Decentraland LAND,920.5857670026176,1.55,1.05,2.6,2,2021-05-19,2576.4197351781795,3803.286275739217,6379.706010917396,2258871.7505044616
Sandbox's LANDs,9740.015260703149,0.5,0.29,11.8089,24,2021-05-19,711.5825935254019,1226.8665405610377,28975.888581662475,
Somnium Space Land,12034.981694892296,2.22,2.22,2.22,1,2021-05-19,5447.287440091008,5447.287440091008,5447.287440091008,
Cryptovoxels Parcel,15690.509348184336,4.7,1.99,9.39,3,2021-05-18,6735.003600950436,15906.792424355304,31779.74060950985,
Sandbox's LANDs,9728.206360703149,0.395,0.2,16.099803471418653,46,2021-05-18,676.8847840151193,1336.8474484298604,54488.55997718541,
Cryptovoxels Parcel,15681.119348184337,2.804,1.01,24.824,13,2021-05-17,3320.300279250731,9217.942557444603,81607.06349714866,
Cryptovoxels Parcel,15656.295348184336,3.42,2.0,7.52,3,2021-05-16,7167.5238058748855,12256.465708046057,26949.889510089568,
Somnium Space Land,12032.761694892297,3.4,1.35,16.69,7,2021-05-16,4838.078568965548,12184.790469987303,59812.986160025925,
Cryptovoxels Parcel,15648.775348184336,2.290936110811399,1.52,7.360936110811398,3,2021-05-15,5536.65252715702,8344.813952288952,26812.46415800348,
Somnium Space Land,12016.071694892296,2.25,2.25,2.25,1,2021-05-15,8195.702754015325,8195.702754015325,8195.702754015325,
Decentraland LAND,912.5937670026176,1.1,1.1,2.2,2,2021-05-15,4006.78801307416,4006.78801307416,8013.576026148319,3324154.333120255
Somnium Space Land,12013.821694892296,1.77,1.77,1.77,1,2021-05-14,7232.544398920766,7232.544398920766,7232.544398920766,
Cryptovoxels Parcel,15641.414412073524,3.038765625,0.914127058372012,58.49475904963894,32,2021-05-14,3735.2906982657696,12416.95327724673,239020.3061755288,
Sandbox's LANDs,9652.524102156425,0.44,0.33,3.2589,12,2021-05-14,1348.4404811547192,1797.9206415396254,13316.462678894286,
Somnium Space Land,12012.051694892296,3.0,1.79,14.2299,6,2021-05-13,6660.766074153888,11163.295096347298,52950.85763050414,
Cryptovoxels Parcel,15582.919653023884,3.15,1.2890799175525365,7.030722028749589,4,2021-05-13,4796.7931741380025,11721.459851164662,26162.00824910707,
Cryptovoxels Parcel,15575.888930995136,2.49,1.6,11.93,6,2021-05-12,6108.354405399117,9506.126543402375,45545.41753525716,
Somnium Space Land,11997.821794892296,3.75,1.45,28.506367886045133,12,2021-05-12,5535.696179892949,14316.45563765418,108829.3736616573,
Somnium Space Land,11969.31542700625,0.8200000000000001,0.8200000000000001,0.8200000000000001,1,2021-05-11,3417.628776768902,3417.628776768902,3417.628776768902,
Decentraland LAND,901.5997670026176,1.05,1.05,2.1,4,2021-05-11,4376.231970252862,4376.231970252862,8752.463940505724,3757723.54736132
Sandbox's LANDs,9636.943202156426,0.43,0.24,7.37,22,2021-05-11,1000.281593200654,1792.1711878178385,30716.98059120342,
Cryptovoxels Parcel,15563.958930995135,3.9,1.8,11.7,4,2021-05-11,7502.111949004906,16254.575889510628,48763.72766853189,
Sandbox's LANDs,9629.573202156425,0.55,0.348,6.3955,17,2021-05-10,1373.4393245923293,2170.665599212015,25240.89425410989,
Cryptovoxels Parcel,15552.258930995136,2.4,1.11,7.7315,5,2021-05-10,4380.79784568243,9471.995342016064,30513.638327832166,
Cryptovoxels Parcel,15544.527430995136,5.0,1.286,15.166,5,2021-05-09,5039.596492421208,19594.07656462367,59432.75303581651,
Somnium Space Land,11968.49542700625,17.0,1.37,28.3199,5,2021-05-08,5351.346593087408,66403.5708631284,110620.14626392414,
Sandbox's LANDs,9593.85806048976,0.5298,0.23,15.458700254068946,35,2021-05-08,898.4012528540903,2069.4477554873783,60383.11163370167,
Cryptovoxels Parcel,15493.707850221504,4.5,1.28496375,39.452017221875,16,2021-05-07,4473.111722707178,15665.035493944712,137337.1666863089,
Decentraland LAND,885.1437670026176,2.0,2.0,2.0,1,2021-05-07,6962.237997308762,6962.237997308762,6962.237997308762,3081290.7838533185
Somnium Space Land,11940.17552700625,1.5998,1.4998,3.0996,2,2021-05-07,5220.982274181841,5569.094174047279,10790.07644822912,
Cryptovoxels Parcel,15454.25583299963,2.92,2.4,5.32,2,2021-05-06,8390.678879975645,10208.659303970368,18599.338183946016,
Somnium Space Land,11937.07592700625,8.75,1.3,10.05,2,2021-05-06,4544.951059986808,30591.016749911207,35135.967809898015,
Somnium Space Land,11927.02592700625,9.49,3.69,159.23384615384617,22,2021-05-05,12982.181084642818,33387.77736944725,560217.5137055247,
Sandbox's LANDs,9551.68896023569,0.444,0.225,12.425,30,2021-05-05,791.5964076001719,1562.0835776643391,43713.71273080949,
Cryptovoxels Parcel,15448.93583299963,3.98,0.9049376573991584,20.397509542897783,8,2021-05-05,3183.757327552395,14002.46089888304,71762.64568065826,
Somnium Space Land,11767.792080852403,5.5,1.78687801445805,9.138623108524168,3,2021-05-04,5798.386246481367,17847.398701874965,29654.663673454328,
Cryptovoxels Parcel,15428.538323456733,2.6765,0.82,16.4335381568697,8,2021-05-04,2660.8848973704494,8685.19320464879,53326.52864875073,
Sandbox's LANDs,9539.26396023569,0.8,0.33,20.1148,56,2021-05-04,1070.843922112498,2595.985265727268,65272.15552881355,
Decentraland LAND,861.7537670026176,3.15,3.15,3.15,1,2021-05-03,10791.026891681917,10791.026891681917,10791.026891681917,2952129.547216965
Somnium Space Land,11758.65345774388,9.0,1.2,24.6544,6,2021-05-03,4110.867387307397,30831.50540480548,84459.14076135957,
Cryptovoxels Parcel,15412.104785299862,3.29,1.58,15.16,7,2021-05-03,5412.642059954739,11270.62808686778,51933.95799298345,
Sandbox's LANDs,9487.19076023569,0.8,0.25,23.7133915206902,54,2021-05-02,736.7601042368044,2357.632333557774,69884.32323436746,
Cryptovoxels Parcel,15396.944785299862,1.195,1.195,1.195,1,2021-05-02,3521.713298251925,3521.713298251925,3521.713298251925,
Somnium Space Land,11733.99905774388,2.65,2.65,2.65,1,2021-05-02,7809.657104910127,7809.657104910127,7809.657104910127,
Sandbox's LANDs,9463.477368715,1.2,0.29,18.909,45,2021-05-01,853.3003818818969,3530.898131925091,55638.127313809615,
Somnium Space Land,11731.34905774388,2.9751915701815257,1.39,11.665191570181507,5,2021-05-01,4089.9570028132302,8754.248631061022,34323.8359364185,
Cryptovoxels Parcel,15395.749785299862,4.254271875,1.0,44.93443343906719,23,2021-05-01,2942.415109937576,12517.83384678246,132215.75590759557,
Cryptovoxels Parcel,15350.815351860796,3.0,1.0,44.6739648921875,29,2021-04-30,2771.787375074326,8315.362125222979,123826.731882679,
Somnium Space Land,11719.683866173698,16.95,0.03,50.11843297664856,10,2021-04-30,83.15362125222978,46981.79600750982,138917.63978318326,
Somnium Space Land,11669.565433197047,4.99,1.15,16.18599999999999,6,2021-04-29,3171.4710644122224,13761.42661862347,44637.76578137061,
Cryptovoxels Parcel,15306.141386968608,3.0,2.5,8.0,3,2021-04-28,6859.01386127654,8230.816633531847,21948.844356084926,
Somnium Space Land,11653.379433197048,5.0,2.79,7.79,2,2021-04-27,7415.232903518658,13288.947855768203,20704.18075928686,
Cryptovoxels Parcel,15298.141386968608,3.6,2.0,25.6078,9,2021-04-27,5315.5791423072815,9568.042456153107,68060.1437801882,
Somnium Space Land,11645.589433197048,9.9999,1.89,23.0899,4,2021-04-26,4784.487706482293,25314.496622249884,58451.50407084947,
Sandbox's LANDs,9309.668168715,2.0,0.282,113.28820586710486,216,2021-04-26,713.8759435068818,5062.949953949516,286786.25833894097,
Cryptovoxels Parcel,15272.533586968608,2.68,0.25,4.98,3,2021-04-26,632.8687442436895,6784.3529382923525,12606.745385334298,
Somnium Space Land,11622.499533197048,1.88,1.88,1.88,1,2021-04-25,4351.344099921526,4351.344099921526,4351.344099921526,
Cryptovoxels Parcel,15267.553586968608,3.5,1.95,17.2,7,2021-04-25,4513.362231301583,8100.906569002841,39810.16942481396,
Sandbox's LANDs,9196.379962847896,0.4999,0.3,14.4032,32,2021-04-25,694.3634202002435,1157.0409125270055,33336.85071276049,
Somnium Space Land,11620.619533197048,5.0,1.1025,10.0015,3,2021-04-24,2440.129288222798,11066.345978334684,22136.01186046287,
Sandbox's LANDs,9181.976762847897,0.5,0.16,21.41666895854509,46,2021-04-24,354.1230713067099,1106.6345978334684,47400.85367974414,
Cryptovoxels Parcel,15250.353586968607,12.99,1.337056875,22.967056875,6,2021-04-24,2959.266794292198,28750.366851713512,50832.27949656805,
Cryptovoxels Parcel,15227.386530093609,4.45685625,1.0,93.01386430710156,50,2021-04-23,2365.4670949356705,10542.546806233388,220021.2353912602,
Somnium Space Land,11610.618033197048,2.241999999999992,1.2060000000000004,5.247999999999992,3,2021-04-23,2852.75331649242,5303.377226845754,12413.97131422238,
Cryptovoxels Parcel,15134.372665786506,3.0,2.0,14.847877311353844,6,2021-04-22,4802.3196353771245,7203.479453065687,35652.126377992536,
Decentraland LAND,822.3511852358978,5.0,1.602,16.533,10,2021-04-22,3846.658027937077,12005.79908844281,39698.375265845,1974596.6220170013
Decentraland LAND,805.8181852358978,3.0,1.975,7.5748,3,2021-04-21,4670.433161032829,7094.328852201765,17912.707396552643,1905579.7337159647
Sandbox's LANDs,8998.335380603825,0.6,0.351,36.98328900251485,71,2021-04-21,830.0364757076064,1418.865770440353,87457.20473995245,
Somnium Space Land,11602.956033197048,8.107916381561493,1.1100000000000003,24.984877112552464,6,2021-04-21,2624.901675314654,19173.40837231701,59083.64485609882,
Cryptovoxels Parcel,15119.524788475152,5.0,1.7,57.15953824824857,20,2021-04-21,4020.119682914333,11823.881420336274,135169.52045769338,
Decentraland LAND,798.2433852358978,2.3,1.604,12.207,6,2021-04-20,3738.99474616404,5361.401444000804,28455.05540300775,1860740.5383773188
Cryptovoxels Parcel,15062.365250226903,5.5,1.98,27.38,7,2021-04-20,4615.467330052867,12820.742583480183,63823.98762467045,
Somnium Space Land,11577.971156084495,2.49,1.3,3.79,2,2021-04-20,3030.357337913498,5804.299824157393,8834.657162070891,
Decentraland LAND,786.0363852358978,2.29,1.607,7.559999999999999,3,2021-04-19,3478.2717892274045,4956.591410908996,16363.245007193014,1701336.7666909194
Somnium Space Land,11574.181156084496,5.25,5.25,5.25,1,2021-04-19,11363.364588328484,11363.364588328484,11363.364588328484,
Sandbox's LANDs,8929.47099160131,0.6,0.351,14.1855,29,2021-04-19,759.7220896196758,1298.6702386661125,30703.81111766356,
Cryptovoxels Parcel,15034.985250226904,4.0,1.651,30.519,11,2021-04-19,3573.5076067295863,8657.801591107416,66056.86168975181,
Cryptovoxels Parcel,15004.466250226904,5.5,2.0,25.3,8,2021-04-18,4471.855903207871,12297.603733821645,56568.97717557957,
Somnium Space Land,11568.931156084496,4.0,3.78,7.78,2,2021-04-18,8451.807657062876,8943.711806415742,17395.51946347862,
Decentraland LAND,778.4763852358977,3.5,1.6509999999999998,12.939344779929112,5,2021-04-18,3691.517048098097,7825.747830613775,28931.44266888397,1740617.109412537
Sandbox's LANDs,8915.285491601311,1.3,0.3,43.0915,69,2021-04-18,670.7783854811806,2906.7063370851165,96349.489326541,
Somnium Space Land,11561.151156084496,2.05,1.6,7.101,4,2021-04-17,3715.439990235208,4760.407487488859,16489.58710666263,
Cryptovoxels Parcel,14979.166250226905,5.129883112729102,1.0,63.37429725498964,22,2021-04-17,2322.1499938970046,11912.35803891623,147164.62398390114,
Sandbox's LANDs,8872.19399160131,0.65,0.35,54.7774,107,2021-04-17,812.7524978639516,1509.3974960330531,127201.33907569376,
Cryptovoxels Parcel,14915.791952971915,6.0,1.0,55.04201225,27,2021-04-16,2426.450887436741,14558.705324620449,133556.73947031648,
Sandbox's LANDs,8817.41659160131,0.68,0.301,47.2987,84,2021-04-16,730.3617171184591,1649.986603456984,114767.97258960418,
Somnium Space Land,11518.599156084496,3.7,1.3799,11.6249,5,2021-04-15,3467.9808379682354,9298.883325228258,29215.834802012425,
Cryptovoxels Parcel,14860.749940721915,4.994618802944036,1.5,13.984518802944036,5,2021-04-15,3769.817564281726,12552.534460153463,35146.05640757766,
Somnium Space Land,11506.974256084495,3.0,1.69,4.69,2,2021-04-14,4095.6435759109977,7270.373211676328,11366.016787587329,
Decentraland LAND,745.7060404559686,2.35,2.35,2.35,1,2021-04-14,5695.12568247979,5695.12568247979,5695.12568247979,1807187.073438766
Cryptovoxels Parcel,14846.76542191897,2.5,1.6,6.1,3,2021-04-14,3877.532379560708,6058.644343063606,14783.0921970752,
Somnium Space Land,11502.284256084497,3.75,1.101,9.602,5,2021-04-13,2530.323941246712,8618.269554655013,22067.366470345984,
Cryptovoxels Parcel,14840.66542191897,6.8,1.75,45.127,13,2021-04-13,4021.8591255056726,15627.795459107758,103711.10671811114,
Decentraland LAND,743.3560404559687,2.32,2.0,17.66,6,2021-04-13,4596.41042914934,5331.836097813234,40586.30408938868,1708384.7284614868
Cryptovoxels Parcel,14795.53842191897,5.398,2.2,19.22833333333333,6,2021-04-12,4718.31233886584,11577.022729635364,41238.76473749636,
Somnium Space Land,11492.682256084496,6.001,1.3,18.525,5,2021-04-12,2788.09365478436,12870.269247969956,39730.334580677125,
Somnium Space Land,11474.157256084496,2.2,1.3,5.0,2,2021-04-11,2788.977273100993,4719.807692940143,10726.835665773053,
Cryptovoxels Parcel,14776.310088585637,5.0,1.3,33.18,12,2021-04-11,2788.977273100993,10726.835665773053,71183.28147806997,
Cryptovoxels Parcel,14743.130088585636,15.0,1.9,50.838700820548496,13,2021-04-10,4052.8527993079474,31996.206310325902,108443.03733354696,
Somnium Space Land,11469.157256084496,2.15,2.15,2.15,1,2021-04-10,4586.122904480046,4586.122904480046,4586.122904480046,
Decentraland LAND,678.7560404559686,5.0,2.0,7.0,2,2021-04-09,4125.144639281804,10312.86159820451,14438.006237486316,1399983.420833541
Somnium Space Land,11467.007256084496,16.95,1.3,30.1388,4,2021-04-09,2681.3440155331728,34960.60081791329,62163.45462719322,
Cryptovoxels Parcel,14692.291387765088,5.466585142019532,1.25,77.96909940452298,34,2021-04-09,2578.215399551128,11275.227196889717,160816.90621909904,
Sandbox's LANDs,8205.58487249258,1.1999,0.402,30.3119,43,2021-04-08,834.806166333779,2491.7510422485107,62946.66923704695,
Somnium Space Land,11436.868456084496,2.8,2.24,5.04,2,2021-04-08,4651.656250218071,5814.570312772589,10466.22656299066,
Somnium Space Land,11431.828456084497,3.0,0.95,6.39,3,2021-04-07,1865.1694934045008,5890.0089265405295,12545.719013531329,
Cryptovoxels Parcel,14614.322288360563,2.8,2.305,5.105,2,2021-04-07,4525.490191891974,5497.34166477116,10022.831856663135,
Somnium Space Land,11425.438456084496,31.0,1.74,32.74,2,2021-04-06,3678.399739957284,65534.70801073322,69213.10775069051,
Cryptovoxels Parcel,14609.217288360564,40.0,1.3,83.86,20,2021-04-06,2748.229690772684,84560.91356223641,177281.95528322866,
Cryptovoxels Parcel,14525.357288360565,14.9,1.12,52.1027213525,10,2021-04-05,2351.8657107489,31288.21347335589,109409.46766575826,
Somnium Space Land,11392.698456084496,5.45,1.8,10.75,3,2021-04-05,3779.7841779893024,11444.346538912054,22573.711062991668,
Decentraland LAND,647.0565020223167,3.08,1.43,10.16,4,2021-04-05,3002.828541402612,6467.630704559473,21334.781804650727,1358741.0714494754
Somnium Space Land,11381.948456084496,13.8,2.7,30.04,5,2021-04-04,5585.4035097994365,28547.617938974898,62142.78571643521,
Cryptovoxels Parcel,14473.254567008064,2.5,1.0,16.21,7,2021-04-04,2068.667966592384,5171.66991648096,33533.107738462546,
Cryptovoxels Parcel,14457.044567008064,4.876,1.4774554437890626,98.24871460378036,40,2021-04-03,2972.6745392996127,9810.624824293747,197678.68713018848,
Somnium Space Land,11351.908456084497,30.0,3.0,40.0,3,2021-04-03,6036.0694160954135,60360.69416095414,80480.92554793885,
